class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
fall,0.642811119556427,0.6105452179908752,-0.6918171644210815,0.9992061257362366,0.6508152484893799,0.635947048664093,-0.6958369016647339,0.9961961507797241,0.6461557149887085,0.6448243856430054,-0.6958523392677307,0.9963388442993164,0.6409485340118408,0.6520271301269531,-0.6961113214492798,0.9935901165008545,0.6575448513031006,0.624704897403717,-0.6769181489944458,0.9965234398841858,0.6591117978096008,0.6233476996421814,-0.6770312190055847,0.9970818161964417,0.6606660485267639,0.6217142343521118,-0.6771172285079956,0.9964685440063477,0.619292140007019,0.675440788269043,-0.597115159034729,0.9958094358444214,0.6461785435676575,0.6291052103042603,-0.5112908482551575,0.9980952143669128,0.6158480644226074,0.6122010946273804,-0.6443270444869995,0.9985172152519226,0.6261743903160095,0.5981935262680054,-0.6197903156280518,0.9992201328277588,0.5405534505844116,0.6999186277389526,-0.4508301019668579,0.9998661279678345,0.6014265418052673,0.5431429147720337,-0.3907462954521179,0.9999300241470337,0.4376943111419678,0.7615123987197876,-0.474272221326828,0.9725149869918823,0.568529486656189,0.40975359082221985,-0.5990801453590393,0.9267236590385437,0.3678703308105469,0.854554295539856,-0.5797533392906189,0.8979709148406982,0.533515453338623,0.4914361834526062,-0.9663227796554565,0.855810821056366,0.3465915024280548,0.8863381147384644,-0.6062557101249695,0.8553040027618408,0.5086966156959534,0.5159464478492737,-1.0349020957946777,0.8051238059997559,0.345774382352829,0.8919621109962463,-0.6467661261558533,0.8617416620254517,0.5225525498390198,0.5329811573028564,-1.024416208267212,0.7974786758422852,0.35045045614242554,0.8800238966941833,-0.5973542332649231,0.8395450115203857,0.5283028483390808,0.5266578793525696,-0.9694389700889587,0.7788872122764587,0.3691362142562866,0.5982778668403625,-0.03228123113512993,0.998512327671051,0.39352479577064514,0.4956640601158142,0.03204331919550896,0.9996767044067383,0.2284793257713318,0.5465620756149292,-0.17067457735538483,0.9599630236625671,0.26089954376220703,0.4508785903453827,-0.3011130392551422,0.9796428084373474,0.11905640363693237,0.5826108455657959,0.28635019063949585,0.956153154373169,0.11970996856689453,0.4940670132637024,0.15778881311416626,0.9775040149688721,0.11397913098335266,0.5879384279251099,0.32527056336402893,0.7596301436424255,0.10425490140914917,0.5099217891693115,0.2001064270734787,0.9272364377975464,0.041979581117630005,0.5679910182952881,0.1689177304506302,0.9503411650657654,0.04447779059410095,0.4656062424182892,0.058710746467113495,0.9635816216468811
fall,0.6339871287345886,0.5928063988685608,-0.5435601472854614,0.9992749094963074,0.6485777497291565,0.6189524531364441,-0.5645226240158081,0.9995391368865967,0.6460311412811279,0.6242339015007019,-0.5644553303718567,0.9992986917495728,0.6427727341651917,0.6308051347732544,-0.5647300481796265,0.9993107318878174,0.653525710105896,0.6089328527450562,-0.5309066772460938,0.9994301199913025,0.6548107862472534,0.6068524122238159,-0.5310229063034058,0.9992665648460388,0.6557613611221313,0.6056427955627441,-0.5310905575752258,0.999567449092865,0.6256856322288513,0.6560788154602051,-0.5189329385757446,0.9995908141136169,0.6512086391448975,0.615682065486908,-0.36574310064315796,0.9997410178184509,0.6089445948600769,0.6020179986953735,-0.5135669708251953,0.9994781613349915,0.618221640586853,0.5925977230072021,-0.47011396288871765,0.9995953440666199,0.5407625436782837,0.6855852007865906,-0.4377458989620209,0.9997156262397766,0.6116816401481628,0.567060112953186,-0.17083938419818878,0.9999533891677856,0.4473108947277069,0.7021379470825195,-0.45532166957855225,0.9019174575805664,0.5761984586715698,0.4293055236339569,-0.3004745841026306,0.974840521812439,0.4147195518016815,0.6687154173851013,-0.46622398495674133,0.3158666491508484,0.5398918390274048,0.48602190613746643,-0.6204818487167358,0.8543782830238342,0.40887871384620667,0.6567260026931763,-0.48849624395370483,0.2651110291481018,0.5190688967704773,0.5028415322303772,-0.6559887528419495,0.7448445558547974,0.42086470127105713,0.6585705280303955,-0.49019092321395874,0.27624860405921936,0.5268113613128662,0.5193484425544739,-0.6533192992210388,0.7393211126327515,0.42326366901397705,0.6597398519515991,-0.4620847702026367,0.2642357349395752,0.5316003561019897,0.5158866047859192,-0.6228194832801819,0.74631267786026,0.3802012801170349,0.5732402801513672,-0.126601904630661,0.9995648264884949,0.4142796993255615,0.5237649083137512,0.12636560201644897,0.9997809529304504,0.3017892837524414,0.4426668882369995,-0.32146212458610535,0.9372912049293518,0.3058997690677643,0.4656761586666107,0.02755695767700672,0.39317113161087036,0.1411556601524353,0.5436655879020691,-0.20458342134952545,0.9047060012817383,0.14895346760749817,0.5227969884872437,0.15135027468204498,0.487142413854599,0.12185072898864746,0.5725216269493103,-0.19407054781913757,0.895743191242218,0.13258033990859985,0.5551527142524719,0.16303913295269012,0.5029682517051697,0.08467888832092285,0.4964887797832489,-0.2798174321651459,0.8700760006904602,0.0891854465007782,0.5040536522865295,0.06688929349184036,0.4592684507369995
fall,0.6577268838882446,0.5532370209693909,-0.487979918718338,0.9998088479042053,0.6668342351913452,0.5712841153144836,-0.5158249139785767,0.9999246597290039,0.6642889976501465,0.5742597579956055,-0.5157426595687866,0.9998906850814819,0.6616842150688171,0.5772339105606079,-0.5159080028533936,0.9999114274978638,0.6723012924194336,0.5675821304321289,-0.4791983962059021,0.9998342990875244,0.673672080039978,0.5681062936782837,-0.4792443513870239,0.9997225403785706,0.674877405166626,0.5688321590423584,-0.4792412221431732,0.9997773766517639,0.6476415395736694,0.5948683023452759,-0.528179943561554,0.9999125003814697,0.6631647348403931,0.5864142775535583,-0.36350947618484497,0.9997755885124207,0.6372015476226807,0.5544528961181641,-0.4801250398159027,0.9996833801269531,0.6430797576904297,0.5488393902778625,-0.4329906105995178,0.9995158910751343,0.5458332300186157,0.5796259045600891,-0.49556735157966614,0.9999042749404907,0.6000784635543823,0.5938366651535034,-0.13727019727230072,0.9997784495353699,0.4409452974796295,0.5317476391792297,-0.46445563435554504,0.9144029021263123,0.5540140867233276,0.5550047159194946,0.18231388926506042,0.19405007362365723,0.49393513798713684,0.48094111680984497,-0.3678604066371918,0.8707768321037292,0.577593207359314,0.49756303429603577,0.3922799825668335,0.3653416633605957,0.5047978162765503,0.458934485912323,-0.3947537839412689,0.8318629860877991,0.5856462717056274,0.4793480336666107,0.41945794224739075,0.43249404430389404,0.521956741809845,0.4650993347167969,-0.4048503041267395,0.8366202712059021,0.5846515893936157,0.48414942622184753,0.38385429978370667,0.441764235496521,0.519719123840332,0.47302788496017456,-0.36687448620796204,0.8053710460662842,0.5789594650268555,0.48960214853286743,0.3842032849788666,0.47825783491134644,0.3882673680782318,0.5196467041969299,-0.14114688336849213,0.999843955039978,0.41546228528022766,0.5215204358100891,0.14107881486415863,0.9997507929801941,0.2943563461303711,0.39125871658325195,-0.21645162999629974,0.8627344965934753,0.32025596499443054,0.46487897634506226,0.14456523954868317,0.23700371384620667,0.16493141651153564,0.47935473918914795,-0.09541282057762146,0.871103823184967,0.16178449988365173,0.49383512139320374,0.22332561016082764,0.5677884221076965,0.14972412586212158,0.5049676299095154,-0.0801057368516922,0.9183879494667053,0.13623109459877014,0.5078133344650269,0.22831490635871887,0.6163512468338013,0.1101246178150177,0.4481201171875,-0.11089605838060379,0.889706552028656,0.11992967128753662,0.4649052023887634,0.1641646772623062,0.5683162212371826
fall,0.6662701368331909,0.456822007894516,-0.3280274271965027,0.9990529417991638,0.6766186952590942,0.4597301781177521,-0.37054285407066345,0.9996134638786316,0.6756947040557861,0.4576643705368042,-0.37045687437057495,0.9995110034942627,0.6751527786254883,0.45577648282051086,-0.3706141412258148,0.9994751811027527,0.6803283095359802,0.46897947788238525,-0.346053808927536,0.9993731379508972,0.6814867854118347,0.47320109605789185,-0.34613749384880066,0.9992378950119019,0.6802620887756348,0.4770318567752838,-0.3462037146091461,0.9991832375526428,0.666549801826477,0.4651426672935486,-0.4649653732776642,0.9993784427642822,0.6748900413513184,0.4970647096633911,-0.35242119431495667,0.9989308714866638,0.6484787464141846,0.4552265703678131,-0.34795644879341125,0.9975881576538086,0.6512893438339233,0.4675931930541992,-0.31580978631973267,0.9973044395446777,0.5875851511955261,0.4621826112270355,-0.463670551776886,0.9999470710754395,0.6058362722396851,0.5714163780212402,-0.2327326536178589,0.9998804330825806,0.49699801206588745,0.38410723209381104,-0.2628661096096039,0.8157091736793518,0.5343621969223022,0.5439447164535522,0.019937625154852867,0.10914742946624756,0.4950442612171173,0.3793499767780304,0.06343192607164383,0.20128744840621948,0.5319257378578186,0.48519161343574524,0.23823793232440948,0.04798104241490364,0.48701193928718567,0.3800032436847687,0.07964680343866348,0.16948403418064117,0.5315659642219543,0.4749809205532074,0.27298036217689514,0.057936109602451324,0.489856481552124,0.3907577097415924,0.06657138466835022,0.17567762732505798,0.5387697815895081,0.4691962003707886,0.25282585620880127,0.056172553449869156,0.49011191725730896,0.3970889449119568,0.0672411322593689,0.19017308950424194,0.5384173393249512,0.47108280658721924,0.23652946949005127,0.06076672300696373,0.41988837718963623,0.4152325689792633,-0.1296451985836029,0.9999940395355225,0.42601990699768066,0.477287232875824,0.12885518372058868,0.9999680519104004,0.34092146158218384,0.2998400926589966,0.12540863454341888,0.9679485559463501,0.3769177198410034,0.43904098868370056,0.5504827499389648,0.08777917921543121,0.2298492044210434,0.438626229763031,0.28332075476646423,0.969001829624176,0.2628132700920105,0.45581647753715515,0.781796395778656,0.5230754613876343,0.20606255531311035,0.4763036072254181,0.30861595273017883,0.9647782444953918,0.24374528229236603,0.4690725803375244,0.8081325888633728,0.49523767828941345,0.16283836960792542,0.40920811891555786,0.3322233259677887,0.9472900032997131,0.23732301592826843,0.42172759771347046,0.824268102645874,0.4688259959220886
fall,0.6205644607543945,0.5024449825286865,-0.7391117215156555,0.9999955892562866,0.5991919040679932,0.5183118581771851,-0.7623751759529114,0.9999938011169434,0.5904239416122437,0.5211811065673828,-0.7621498703956604,0.999991774559021,0.5816642045974731,0.5238789319992065,-0.7622350454330444,0.9999929666519165,0.6237667202949524,0.515766441822052,-0.7632290720939636,0.9999922513961792,0.6330100297927856,0.5166537761688232,-0.7634036540985107,0.9999873638153076,0.6421951055526733,0.5175879597663879,-0.7633546590805054,0.99998939037323,0.570992648601532,0.5435313582420349,-0.6770625114440918,0.9999970197677612,0.6600102186203003,0.5346761345863342,-0.6830096244812012,0.9999935626983643,0.6085872650146484,0.5003777742385864,-0.6872727870941162,0.9999946355819702,0.6284191608428955,0.4970848560333252,-0.6896459460258484,0.9999854564666748,0.5217683911323547,0.531131386756897,-0.46511632204055786,0.9999943971633911,0.696626603603363,0.527154803276062,-0.4315544366836548,0.9999969005584717,0.4422098398208618,0.43024975061416626,-0.23433654010295868,0.9440160989761353,0.707412838935852,0.4441232979297638,-0.22740043699741364,0.4437880516052246,0.5013126730918884,0.413725346326828,-0.005981369875371456,0.68959641456604,0.7067115306854248,0.44479241967201233,-0.09876564890146255,0.2552817165851593,0.5055752396583557,0.3877835273742676,0.04105319455265999,0.4689336121082306,0.7099443078041077,0.44034814834594727,-0.05553922802209854,0.21640412509441376,0.5187805891036987,0.39593029022216797,0.03962912783026695,0.4567967355251312,0.7133275866508484,0.4579208493232727,-0.07475611567497253,0.2063276171684265,0.5209683179855347,0.40112197399139404,0.008302029222249985,0.4328955411911011,0.7009250521659851,0.447691947221756,-0.09633266925811768,0.2325211763381958,0.554614782333374,0.35545051097869873,-0.022790467366576195,0.9996758699417114,0.6525364518165588,0.3414057791233063,0.023063909262418747,0.9999642372131348,0.521766722202301,0.2991147041320801,-0.13928216695785522,0.9521421790122986,0.7542135715484619,0.2584899067878723,-0.24045157432556152,0.967417299747467,0.37660670280456543,0.31014081835746765,-0.04832199960947037,0.9474174976348877,0.7219070792198181,0.10213670134544373,-0.10252922773361206,0.9449864625930786,0.3553682565689087,0.30702051520347595,-0.03909477964043617,0.9280183911323547,0.7004092931747437,0.08779343962669373,-0.09090015292167664,0.8581913113594055,0.32882875204086304,0.2975235879421234,-0.109969861805439,0.9505120515823364,0.7298622727394104,0.024963796138763428,-0.2005792111158371,0.91753751039505
fall,0.45068830251693726,0.6519982218742371,-0.21044768393039703,0.9780979156494141,0.44229695200920105,0.6465561985969543,-0.23620666563510895,0.9820590615272522,0.442463755607605,0.6437142491340637,-0.23618675768375397,0.9784245491027832,0.4426434636116028,0.6335294842720032,-0.23625442385673523,0.9861570596694946,0.4383680820465088,0.6533836722373962,-0.1998617947101593,0.978775143623352,0.4362718462944031,0.6535223722457886,-0.19994759559631348,0.9664351940155029,0.4332619905471802,0.6530135869979858,-0.2001277208328247,0.9819195866584778,0.4387730062007904,0.6151362061500549,-0.27979594469070435,0.9795396327972412,0.43476104736328125,0.6332170367240906,-0.11089480668306351,0.9782512187957764,0.4600667953491211,0.6392436027526855,-0.21783135831356049,0.983526885509491,0.45711666345596313,0.6425889134407043,-0.16855812072753906,0.9568661451339722,0.4852209985256195,0.571567714214325,-0.32786694169044495,0.9962877035140991,0.4646016061306,0.6209129691123962,0.006520624738186598,0.9957882761955261,0.5028572082519531,0.6723464131355286,-0.4229256212711334,0.9184765815734863,0.49353864789009094,0.70501309633255,0.009721866808831692,0.2693769633769989,0.4729131758213043,0.7865412831306458,-0.464322566986084,0.9317083358764648,0.46988749504089355,0.7943266034126282,-0.1048341616988182,0.36271071434020996,0.46965277194976807,0.8171918988227844,-0.5195420384407043,0.9365202784538269,0.4712095856666565,0.7996302247047424,-0.12127038836479187,0.4465249180793762,0.44697558879852295,0.8063946962356567,-0.4997319281101227,0.9353337287902832,0.4482605457305908,0.8116625547409058,-0.16031816601753235,0.4439481496810913,0.456531286239624,0.7994738817214966,-0.45892226696014404,0.9019477367401123,0.4595203995704651,0.8054436445236206,-0.12554806470870972,0.44438040256500244,0.6401203870773315,0.5981243848800659,-0.1167292445898056,0.9960896968841553,0.618986189365387,0.6274665594100952,0.11690627783536911,0.9967746138572693,0.6189080476760864,0.7394844889640808,-0.28648823499679565,0.8931248188018799,0.6732174754142761,0.7599848508834839,-0.05114942789077759,0.8895164728164673,0.6643499732017517,0.8520047068595886,-0.2394532710313797,0.925186038017273,0.7834436893463135,0.8073458075523376,0.03207468241453171,0.796912670135498,0.6827343106269836,0.8590598702430725,-0.2353929579257965,0.9149782061576843,0.8018532395362854,0.8002178072929382,0.039832789450883865,0.8211760520935059,0.6384404301643372,0.9139178991317749,-0.3024255037307739,0.9141204357147217,0.8081586360931396,0.8568848371505737,-0.030665477737784386,0.7269947528839111
fall,0.47430717945098877,0.6149302124977112,-0.717096745967865,0.9999675750732422,0.4753175973892212,0.6091980934143066,-0.7462949752807617,0.9999821186065674,0.47890669107437134,0.6075943112373352,-0.746173083782196,0.9999769926071167,0.4823644161224365,0.6054806709289551,-0.7462468147277832,0.9999793767929077,0.4651161730289459,0.6083329916000366,-0.704430341720581,0.9999713897705078,0.46171295642852783,0.6066259145736694,-0.7045612335205078,0.9999333620071411,0.4579894244670868,0.6048234105110168,-0.7046999931335449,0.9999617338180542,0.4895274043083191,0.579921305179596,-0.7287453413009644,0.999976396560669,0.4579761028289795,0.579852283000946,-0.5437852144241333,0.999944806098938,0.48727279901504517,0.6118195652961731,-0.6958290934562683,0.9999923706054688,0.47577404975891113,0.6114639043807983,-0.642193078994751,0.9999819993972778,0.5477116703987122,0.5562710165977478,-0.6476467847824097,0.9997329115867615,0.4632262885570526,0.5775933265686035,-0.326345294713974,0.9999266862869263,0.5353315472602844,0.6941957473754883,-0.7484471797943115,0.9794553518295288,0.4630371332168579,0.6407354474067688,-0.2352769523859024,0.6647787094116211,0.47075319290161133,0.8507694005966187,-0.8889374136924744,0.9967629909515381,0.45610737800598145,0.7280064821243286,-0.3108680248260498,0.949182391166687,0.44763079285621643,0.8724782466888428,-0.9751805663108826,0.9950849413871765,0.44176629185676575,0.7445353269577026,-0.33129724860191345,0.9594057202339172,0.4389041066169739,0.867761492729187,-0.9803932905197144,0.9950643181800842,0.4406641125679016,0.748717725276947,-0.37368881702423096,0.9594317078590393,0.4478500187397003,0.860515296459198,-0.8948429822921753,0.9920737743377686,0.44797009229660034,0.7434759736061096,-0.3289937973022461,0.9461950659751892,0.638631284236908,0.6175237894058228,-0.06341765075922012,0.9963980913162231,0.5976912379264832,0.656193196773529,0.06316473335027695,0.9972977042198181,0.6607835292816162,0.6323577761650085,-0.525947093963623,0.9729930758476257,0.6944244503974915,0.7435639500617981,-0.05425277352333069,0.9748834371566772,0.6833786964416504,0.7822420597076416,-0.436628520488739,0.9949142932891846,0.8673561811447144,0.7339008450508118,0.1527765393257141,0.9926032423973083,0.6884273290634155,0.7985528111457825,-0.432817667722702,0.9963323473930359,0.8763412237167358,0.7094395160675049,0.16399411857128143,0.9885984659194946,0.6826738119125366,0.8357082605361938,-0.6095654964447021,0.9985374212265015,0.9136509895324707,0.7636247873306274,-0.014395387843251228,0.9902099370956421
fall,0.8654856085777283,0.6172155141830444,0.15944071114063263,0.9999809265136719,0.8706567287445068,0.6122305989265442,0.18501712381839752,0.9999852180480957,0.8741862177848816,0.6124259233474731,0.18495404720306396,0.9999816417694092,0.8768559694290161,0.6093876361846924,0.1849476844072342,0.9999809265136719,0.8588941693305969,0.6136705279350281,0.18126370012760162,0.9999912977218628,0.8551321029663086,0.614820122718811,0.18119779229164124,0.9999914169311523,0.8514981865882874,0.6159877777099609,0.18088877201080322,0.9999895095825195,0.8797735571861267,0.6188085079193115,0.28544214367866516,0.9999673366546631,0.841359555721283,0.6287447810173035,0.2692612111568451,0.9999908208847046,0.8698068857192993,0.6299625039100647,0.19214144349098206,0.9999799728393555,0.8564090132713318,0.6312987804412842,0.1870405375957489,0.9999902248382568,0.9040756821632385,0.6552034616470337,0.22364398837089539,0.9999804496765137,0.7973431348800659,0.692193865776062,0.2540605962276459,0.9999885559082031,0.9510405659675598,0.6114237904548645,0.004847004543989897,0.7373595833778381,0.748824417591095,0.7109466791152954,0.09525016695261002,0.043595291674137115,0.9033322930335999,0.5502431392669678,-0.19131284952163696,0.8260963559150696,0.687139093875885,0.7123876214027405,-0.1447027027606964,0.23671992123126984,0.8949586749076843,0.5335124731063843,-0.21932217478752136,0.8459368348121643,0.6563894748687744,0.7357387542724609,-0.17021633684635162,0.41573864221572876,0.886713981628418,0.5399314761161804,-0.21266627311706543,0.8317376375198364,0.6612462997436523,0.7293597459793091,-0.2017984539270401,0.42370936274528503,0.8879197835922241,0.5438835024833679,-0.19282636046409607,0.8309438228607178,0.6847159266471863,0.7137513160705566,-0.16197779774665833,0.44897356629371643,0.8790926337242126,0.8261034488677979,-0.02735777758061886,0.9999902248382568,0.8094561100006104,0.8367851972579956,0.026658792048692703,0.9999916553497314,0.8757486343383789,0.6473365426063538,-0.05770492181181908,0.9828798174858093,0.7315095663070679,0.6888951063156128,0.021169574931263924,0.839284360408783,0.7697250843048096,0.6313855648040771,-0.31383615732192993,0.8242998123168945,0.7216652631759644,0.7256635427474976,-0.34697526693344116,0.786385178565979,0.7588069438934326,0.6488991975784302,-0.33298805356025696,0.9142661690711975,0.7252265214920044,0.7565886974334717,-0.38094016909599304,0.8802580833435059,0.7158287167549133,0.5722516775131226,-0.3370705246925354,0.9033787846565247,0.7164883613586426,0.6645752787590027,-0.4446878135204315,0.8888088464736938
fall,0.8008744120597839,0.7372939586639404,0.32553625106811523,0.999985933303833,0.8044558167457581,0.7392958402633667,0.35163167119026184,0.9999879598617554,0.8073025941848755,0.7413395643234253,0.35155797004699707,0.9999887943267822,0.8110651969909668,0.7439923286437988,0.3513789772987366,0.9999905824661255,0.7977617979049683,0.7370797991752625,0.35692861676216125,0.9999905824661255,0.7953541874885559,0.7372411489486694,0.3568258583545685,0.9999916553497314,0.7926952838897705,0.7374809384346008,0.3566582500934601,0.9999946355819702,0.8169528841972351,0.7623719573020935,0.3903506398200989,0.9999852180480957,0.7850346565246582,0.7533120512962341,0.41416049003601074,0.9999955892562866,0.8048238158226013,0.748394250869751,0.331084281206131,0.9999182224273682,0.7957069873809814,0.7441867589950562,0.33710846304893494,0.9999362230300903,0.8492623567581177,0.8435894250869751,0.325812965631485,0.9998227953910828,0.733253002166748,0.811393141746521,0.36240696907043457,0.9999123811721802,0.9126681685447693,0.8591156005859375,0.21692804992198944,0.9921999573707581,0.6756519675254822,0.8543270826339722,0.27796193957328796,0.9454002380371094,0.89328533411026,0.7923389673233032,0.12169806659221649,0.9915993213653564,0.6650362014770508,0.7747535705566406,0.1094108521938324,0.9840880632400513,0.8854615688323975,0.7716695666313171,0.10576608777046204,0.9779325723648071,0.6606845259666443,0.7575376033782959,0.09547314792871475,0.9534816145896912,0.8787438273429871,0.7668821811676025,0.12906990945339203,0.9712237119674683,0.6680551171302795,0.7552502751350403,0.09691885858774185,0.9457476735115051,0.8773167133331299,0.771568238735199,0.12920211255550385,0.968221127986908,0.6714712977409363,0.7606358528137207,0.1048288494348526,0.9547227025032043,0.8017123937606812,0.949755847454071,-0.004410790279507637,0.9948754906654358,0.7094765901565552,0.93017578125,0.004450254142284393,0.998891294002533,0.7835577130317688,1.0301820039749146,-0.08119954913854599,0.30038297176361084,0.6721370220184326,0.9580168724060059,-0.26631614565849304,0.5262102484703064,0.7564838528633118,1.0944048166275024,-0.022655433043837547,0.00874540489166975,0.6627759337425232,1.0680025815963745,-0.297855943441391,0.025629611685872078,0.7461931705474854,1.1094690561294556,-0.02227601781487465,0.023964272812008858,0.6628665328025818,1.0863977670669556,-0.3022482395172119,0.0347832590341568,0.7660284638404846,1.10164213180542,-0.09074176847934723,0.021650999784469604,0.6630975604057312,1.0926507711410522,-0.39834511280059814,0.056266989558935165
fall,0.7718351483345032,0.7084511518478394,0.39430689811706543,0.9999279975891113,0.7817797660827637,0.6991217136383057,0.4302607476711273,0.9999752044677734,0.7873551249504089,0.7019640207290649,0.43026202917099,0.9999629259109497,0.7923957109451294,0.7045862078666687,0.43013715744018555,0.9999823570251465,0.7671924233436584,0.6953016519546509,0.4424246847629547,0.999964714050293,0.7631304860115051,0.6962316632270813,0.44242027401924133,0.9999483823776245,0.7591828107833862,0.6974398493766785,0.4423176050186157,0.9999802112579346,0.8016335964202881,0.7111262679100037,0.5231616497039795,0.9999681711196899,0.7588092088699341,0.7091786861419678,0.5825121998786926,0.9999743700027466,0.7841514945030212,0.7257099151611328,0.4191880524158478,0.9998520612716675,0.7659972906112671,0.7241284847259521,0.4359481632709503,0.9997932314872742,0.8393955230712891,0.77730393409729,0.43797463178634644,0.9995918869972229,0.7291905879974365,0.7729188799858093,0.5432052612304688,0.999210000038147,0.8504694700241089,0.7946677207946777,0.19867803156375885,0.9722346663475037,0.6704666614532471,0.8117591142654419,0.3231355845928192,0.9087920784950256,0.7898986339569092,0.6993837356567383,0.04087510704994202,0.9761201739311218,0.6610977053642273,0.7175908088684082,0.104200080037117,0.9769017100334167,0.7774816751480103,0.6759595274925232,0.001335532870143652,0.938144862651825,0.6605116724967957,0.6816138625144958,0.05747416242957115,0.9224430918693542,0.7742459177970886,0.6732925176620483,0.03455914556980133,0.923087477684021,0.66611647605896,0.6809423565864563,0.08602656424045563,0.9016862511634827,0.7751341462135315,0.6797924637794495,0.04979516193270683,0.9132504463195801,0.6698101758956909,0.6931717395782471,0.10487981140613556,0.8983650207519531,0.778254508972168,0.9146120548248291,-0.02714858204126358,0.9967494010925293,0.6998821496963501,0.8976082801818848,0.027556272223591805,0.9933207035064697,0.744343638420105,0.9786227941513062,-0.48547738790512085,0.4621325135231018,0.6403122544288635,0.9217492341995239,-0.36706727743148804,0.561343252658844,0.7195943593978882,1.0981618165969849,-0.7559954524040222,0.013648911379277706,0.6180839538574219,1.062829852104187,-0.6493811011314392,0.007259017322212458,0.7151715159416199,1.1259140968322754,-0.7895022630691528,0.059495531022548676,0.6235707402229309,1.0916286706924438,-0.6823007464408875,0.031115606427192688,0.7130557298660278,1.112701416015625,-0.9627275466918945,0.025320040062069893,0.5976169109344482,1.0963839292526245,-0.837093710899353,0.014804007485508919
